25210.0, {'360082': 0.0, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': 0.0}, {'360082': 0, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 0}, {'360082': 0, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 0}, 
25320.0, {'360082': 0.0, '360086': -0.04910714, 'GS_cluster_2415878664_254486231_359566_359576': -0.02232143}, {'360082': 0, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 0, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 1}, 
25330.0, {'360082': 0.0, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -0.05357143}, {'360082': 0, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 0, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 4}, 
25340.0, {'360082': -0.04910714, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -0.12053572}, {'360082': 2, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 2, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 2}, 
25350.0, {'360082': -0.15178572, '360086': -0.0625, 'GS_cluster_2415878664_254486231_359566_359576': -0.0625}, {'360082': 3, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 3}, {'360082': 3, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 4}, 
25360.0, {'360082': -0.013392857, '360086': -0.0625, 'GS_cluster_2415878664_254486231_359566_359576': -0.04017857}, {'360082': 1, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 2, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 2}, 
25370.0, {'360082': -0.0625, '360086': -0.10714286, 'GS_cluster_2415878664_254486231_359566_359576': -0.102678575}, {'360082': 3, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 3}, {'360082': 3, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 5}, 
25380.0, {'360082': -0.03125, '360086': -0.03125, 'GS_cluster_2415878664_254486231_359566_359576': -0.07589286}, {'360082': 1, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 2, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 3}, 
25390.0, {'360082': -0.08928572, '360086': -0.008928572, 'GS_cluster_2415878664_254486231_359566_359576': -0.08928572}, {'360082': 1, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 2, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 3}, 
25400.0, {'360082': -0.19196428, '360086': -0.06696428, 'GS_cluster_2415878664_254486231_359566_359576': -0.0625}, {'360082': 2, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 3, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 2}, 
25410.0, {'360082': -0.017857144, '360086': -0.34375, 'GS_cluster_2415878664_254486231_359566_359576': -0.06696428}, {'360082': 1, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 3}, {'360082': 1, '360086': 7, 'GS_cluster_2415878664_254486231_359566_359576': 3}, 
25420.0, {'360082': -0.04017857, '360086': -0.65178573, 'GS_cluster_2415878664_254486231_359566_359576': -0.3169643}, {'360082': 1, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 3}, {'360082': 1, '360086': 10, 'GS_cluster_2415878664_254486231_359566_359576': 8}, 
25430.0, {'360082': -0.008928572, '360086': -1.1339285, 'GS_cluster_2415878664_254486231_359566_359576': -0.79910713}, {'360082': 1, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 3}, {'360082': 1, '360086': 11, 'GS_cluster_2415878664_254486231_359566_359576': 13}, 
25440.0, {'360082': -0.05357143, '360086': -1.625, 'GS_cluster_2415878664_254486231_359566_359576': -0.48660713}, {'360082': 1, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 1, '360086': 11, 'GS_cluster_2415878664_254486231_359566_359576': 6}, 
25450.0, {'360082': 0.0, '360086': -0.35267857, 'GS_cluster_2415878664_254486231_359566_359576': -0.11160714}, {'360082': 0, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 3}, {'360082': 0, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 5}, 
25460.0, {'360082': 0.0, '360086': -0.026785715, 'GS_cluster_2415878664_254486231_359566_359576': -0.084821425}, {'360082': 0, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 0, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 4}, 
25470.0, {'360082': -0.017857144, '360086': -0.071428575, 'GS_cluster_2415878664_254486231_359566_359576': -0.10714286}, {'360082': 1, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 3}, {'360082': 1, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 6}, 
25480.0, {'360082': -0.004464286, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -0.13839285}, {'360082': 1, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 1, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 5}, 
25490.0, {'360082': -0.017857144, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -0.125}, {'360082': 2, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 3}, {'360082': 2, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 5}, 
25500.0, {'360082': 0.0, '360086': -0.05357143, 'GS_cluster_2415878664_254486231_359566_359576': -0.4419643}, {'360082': 0, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 3}, {'360082': 0, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 8}, 
25510.0, {'360082': -0.008928572, '360086': -0.102678575, 'GS_cluster_2415878664_254486231_359566_359576': -0.13392857}, {'360082': 1, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 1, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 2}, 
25520.0, {'360082': -0.0625, '360086': -0.071428575, 'GS_cluster_2415878664_254486231_359566_359576': -0.13839285}, {'360082': 2, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 2, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 3}, 
25530.0, {'360082': 0.0, '360086': -0.004464286, 'GS_cluster_2415878664_254486231_359566_359576': -0.04017857}, {'360082': 0, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 3}, {'360082': 0, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 4}, 
25540.0, {'360082': -0.06696428, '360086': -0.017857144, 'GS_cluster_2415878664_254486231_359566_359576': -0.06696428}, {'360082': 4, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 4, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 2}, 
25550.0, {'360082': -0.19196428, '360086': -0.071428575, 'GS_cluster_2415878664_254486231_359566_359576': -0.026785715}, {'360082': 3, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 4, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 1}, 
25560.0, {'360082': -0.0625, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -0.08035714}, {'360082': 1, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 1, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 2}, 
25570.0, {'360082': -0.11160714, '360086': -0.013392857, 'GS_cluster_2415878664_254486231_359566_359576': -0.06696428}, {'360082': 5, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 5, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 3}, 
25580.0, {'360082': -0.12053572, '360086': -0.058035713, 'GS_cluster_2415878664_254486231_359566_359576': -0.09821428}, {'360082': 3, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 3, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 4}, 
25590.0, {'360082': -0.013392857, '360086': -0.102678575, 'GS_cluster_2415878664_254486231_359566_359576': -0.16071428}, {'360082': 1, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 1, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 5}, 
25600.0, {'360082': -0.06696428, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -0.15178572}, {'360082': 3, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 3, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 4}, 
25610.0, {'360082': 0.0, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -0.10714286}, {'360082': 0, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 0, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 1}, 
25620.0, {'360082': 0.0, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -0.013392857}, {'360082': 0, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 0, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 1}, 
25630.0, {'360082': 0.0, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -0.026785715}, {'360082': 0, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 0, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 1}, 
25640.0, {'360082': -0.035714287, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': 0.0}, {'360082': 1, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 0}, {'360082': 1, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 0}, 
25650.0, {'360082': -0.084821425, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -0.09375}, {'360082': 1, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 2, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 4}, 
25660.0, {'360082': -0.14732143, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -0.2857143}, {'360082': 2, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 3, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 5}, 
25670.0, {'360082': -0.24107143, '360086': -0.026785715, 'GS_cluster_2415878664_254486231_359566_359576': -0.035714287}, {'360082': 3, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 4, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 1}, 
25680.0, {'360082': -0.25892857, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -0.08035714}, {'360082': 1, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 2, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 1}, 
25690.0, {'360082': -0.09375, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -0.0625}, {'360082': 4, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 4, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 4}, 
25700.0, {'360082': -0.0625, '360086': -0.04017857, 'GS_cluster_2415878664_254486231_359566_359576': -0.03125}, {'360082': 1, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 2, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 1}, 
25710.0, {'360082': -0.071428575, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -0.008928572}, {'360082': 2, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 2, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 1}, 
25720.0, {'360082': -0.04464286, '360086': -0.058035713, 'GS_cluster_2415878664_254486231_359566_359576': -0.13839285}, {'360082': 3, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 3, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 4}, 
25730.0, {'360082': 0.0, '360086': -0.07589286, 'GS_cluster_2415878664_254486231_359566_359576': 0.0}, {'360082': 0, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 0}, {'360082': 0, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 0}, 
25740.0, {'360082': 0.0, '360086': -0.102678575, 'GS_cluster_2415878664_254486231_359566_359576': 0.0}, {'360082': 0, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 0}, {'360082': 0, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 0}, 
25750.0, {'360082': 0.0, '360086': -0.22321428, 'GS_cluster_2415878664_254486231_359566_359576': -0.013392857}, {'360082': 0, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 0, '360086': 5, 'GS_cluster_2415878664_254486231_359566_359576': 1}, 
25760.0, {'360082': 0.0, '360086': -0.29464287, 'GS_cluster_2415878664_254486231_359566_359576': -0.058035713}, {'360082': 0, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 0, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 1}, 
25770.0, {'360082': -0.008928572, '360086': -0.5, 'GS_cluster_2415878664_254486231_359566_359576': -0.102678575}, {'360082': 1, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 1, '360086': 6, 'GS_cluster_2415878664_254486231_359566_359576': 1}, 
25780.0, {'360082': 0.0, '360086': -0.09375, 'GS_cluster_2415878664_254486231_359566_359576': -0.03125}, {'360082': 0, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 0, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 2}, 
25790.0, {'360082': 0.0, '360086': -0.084821425, 'GS_cluster_2415878664_254486231_359566_359576': -0.004464286}, {'360082': 0, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 0, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 1}, 
25800.0, {'360082': 0.0, '360086': -0.12946428, 'GS_cluster_2415878664_254486231_359566_359576': -0.084821425}, {'360082': 0, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 0, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 2}, 
25810.0, {'360082': 0.0, '360086': -0.17410715, 'GS_cluster_2415878664_254486231_359566_359576': -0.035714287}, {'360082': 0, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 0, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 2}, 
25820.0, {'360082': 0.0, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': 0.0}, {'360082': 0, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 0}, {'360082': 0, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 0}, 
25830.0, {'360082': 0.0, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': 0.0}, {'360082': 0, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 0}, {'360082': 0, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 0}, 
25840.0, {'360082': -0.04464286, '360086': -0.013392857, 'GS_cluster_2415878664_254486231_359566_359576': 0.0}, {'360082': 2, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 0}, {'360082': 2, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 0}, 
25850.0, {'360082': 0.0, '360086': -0.06696428, 'GS_cluster_2415878664_254486231_359566_359576': -0.04464286}, {'360082': 0, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 0, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 3}, 
25860.0, {'360082': 0.0, '360086': -0.17410715, 'GS_cluster_2415878664_254486231_359566_359576': -0.04017857}, {'360082': 0, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 0, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 2}, 
25870.0, {'360082': 0.0, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': 0.0}, {'360082': 0, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 0}, {'360082': 0, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 0}, 
25880.0, {'360082': -0.071428575, '360086': -0.05357143, 'GS_cluster_2415878664_254486231_359566_359576': 0.0}, {'360082': 3, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 0}, {'360082': 3, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 0}, 
25890.0, {'360082': 0.0, '360086': -0.08035714, 'GS_cluster_2415878664_254486231_359566_359576': -0.07589286}, {'360082': 0, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 0, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 3}, 
25900.0, {'360082': 0.0, '360086': -0.20089285, 'GS_cluster_2415878664_254486231_359566_359576': -0.0625}, {'360082': 0, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 0, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 2}, 
25910.0, {'360082': 0.0, '360086': -0.33482143, 'GS_cluster_2415878664_254486231_359566_359576': 0.0}, {'360082': 0, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 0}, {'360082': 0, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 0}, 
25920.0, {'360082': 0.0, '360086': -0.46875, 'GS_cluster_2415878664_254486231_359566_359576': -0.017857144}, {'360082': 0, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 0, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 1}, 
25930.0, {'360082': -0.004464286, '360086': -0.0625, 'GS_cluster_2415878664_254486231_359566_359576': -0.03125}, {'360082': 1, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 1, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 2}, 
25940.0, {'360082': -0.04910714, '360086': -0.0625, 'GS_cluster_2415878664_254486231_359566_359576': -0.05357143}, {'360082': 1, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 1, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 2}, 
25950.0, {'360082': -0.004464286, '360086': -0.17857143, 'GS_cluster_2415878664_254486231_359566_359576': 0.0}, {'360082': 1, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 0}, {'360082': 1, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 0}, 
25960.0, {'360082': 0.0, '360086': -0.102678575, 'GS_cluster_2415878664_254486231_359566_359576': -0.04017857}, {'360082': 0, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 0, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 2}, 
25970.0, {'360082': -0.035714287, '360086': -0.23660715, 'GS_cluster_2415878664_254486231_359566_359576': 0.0}, {'360082': 2, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 0}, {'360082': 2, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 0}, 
25980.0, {'360082': -0.1875, '360086': -0.42857143, 'GS_cluster_2415878664_254486231_359566_359576': -0.071428575}, {'360082': 4, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 5, '360086': 5, 'GS_cluster_2415878664_254486231_359566_359576': 2}, 
25990.0, {'360082': -0.04910714, '360086': -0.017857144, 'GS_cluster_2415878664_254486231_359566_359576': -0.16964285}, {'360082': 1, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 1, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 3}, 
26000.0, {'360082': 0.0, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': 0.0}, {'360082': 0, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 0}, {'360082': 0, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 0}, 
26010.0, {'360082': 0.0, '360086': -0.04464286, 'GS_cluster_2415878664_254486231_359566_359576': -0.026785715}, {'360082': 0, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 0, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 1}, 
26020.0, {'360082': -0.0625, '360086': -0.08928572, 'GS_cluster_2415878664_254486231_359566_359576': -0.071428575}, {'360082': 2, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 2, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 1}, 
26030.0, {'360082': -0.013392857, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -0.04464286}, {'360082': 1, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 1, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 2}, 
26040.0, {'360082': 0.0, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -0.0625}, {'360082': 0, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 0, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 2}, 
26050.0, {'360082': -0.08928572, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -0.17857143}, {'360082': 5, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 5, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 5}, 
26060.0, {'360082': -0.12053572, '360086': -0.017857144, 'GS_cluster_2415878664_254486231_359566_359576': -0.4017857}, {'360082': 3, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 2}, {'360082': 3, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 5}, 
26070.0, {'360082': -0.29910713, '360086': -0.15178572, 'GS_cluster_2415878664_254486231_359566_359576': 0.0}, {'360082': 5, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 0}, {'360082': 7, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 0}, 
26080.0, {'360082': -0.10714286, '360086': -0.3794643, 'GS_cluster_2415878664_254486231_359566_359576': 0.0}, {'360082': 1, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 0}, {'360082': 1, '360086': 6, 'GS_cluster_2415878664_254486231_359566_359576': 0}, 
26090.0, {'360082': 0.0, '360086': -0.6473214, 'GS_cluster_2415878664_254486231_359566_359576': -0.04017857}, {'360082': 0, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 0, '360086': 9, 'GS_cluster_2415878664_254486231_359566_359576': 1}, 
26100.0, {'360082': -0.017857144, '360086': -0.96428573, 'GS_cluster_2415878664_254486231_359566_359576': -0.04017857}, {'360082': 1, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 1, '360086': 8, 'GS_cluster_2415878664_254486231_359566_359576': 2}, 
26110.0, {'360082': 0.0, '360086': -0.14285715, 'GS_cluster_2415878664_254486231_359566_359576': -0.004464286}, {'360082': 0, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 0, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 1}, 
26120.0, {'360082': 0.0, '360086': -0.30357143, 'GS_cluster_2415878664_254486231_359566_359576': -0.058035713}, {'360082': 0, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 0, '360086': 4, 'GS_cluster_2415878664_254486231_359566_359576': 2}, 
26130.0, {'360082': -0.02232143, '360086': 0.0, 'GS_cluster_2415878664_254486231_359566_359576': -0.04017857}, {'360082': 2, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 2, '360086': 0, 'GS_cluster_2415878664_254486231_359566_359576': 3}, 
26140.0, {'360082': -0.013392857, '360086': -0.06696428, 'GS_cluster_2415878664_254486231_359566_359576': -0.017857144}, {'360082': 1, '360086': 1, 'GS_cluster_2415878664_254486231_359566_359576': 1}, {'360082': 1, '360086': 3, 'GS_cluster_2415878664_254486231_359566_359576': 2}, 
26150.0, {'360082': 0.0, '360086': -0.2544643, 'GS_cluster_2415878664_254486231_359566_359576': -0.125}, {'360082': 0, '360086': 2, 'GS_cluster_2415878664_254486231_359566_359576': 4}, {'360082': 0, '360086': 5, 'GS_cluster_2415878664_254486231_359566_359576': 5}, 
